full_total_building_area,area_code,lat,long,project_main_usage,number_of_buildings,total_land_area,floor_area_ratio,period_days,land_price,salary_avg_construction,hot_rolled_coil,end_date,start_date,investment
65153.8,440112,23.150359,113.519989,industrial,,9815.85,6.637611617944447,528.0,7636.66666666667,56796.0,3950.636363636364,2019-04-14,2017-11-02,20000.1
32870.1,440112,23.109355,113.431159,residential,6.0,,,730.0,7408.0,56796.0,3946.652173913044,2019-08-31,2017-08-31,10000.0
22209.0,440113,23.008148,113.288188,public,3.0,,,365.0,7408.0,56796.0,4063.238095238096,2018-09-30,2017-09-30,9153.5
127955.0,440113,22.986771,113.274059,commercial,,,,1350.0,7636.66666666667,56796.0,3993.705882352941,2021-06-19,2017-10-08,6137.7
57094.0,440113,23.018743,113.316078,commercial,2.0,,,542.0,8066.33333333333,61743.0,3901.3,2019-12-03,2018-06-09,12120.0
7190.0,440115,22.640712,113.606134,industrial,3.0,2250.0,3.1955555555555555,183.0,7408.0,56796.0,3946.652173913044,2018-02-13,2017-08-14,2800.0
71675.0,440115,22.790844,113.414841,industrial,3.0,46105.0,1.5546036221667932,669.0,7894.33333333333,53964.0,2755.375,2018-08-14,2016-10-14,18000.0
17417.0,440116,23.121146,113.499627,industrial,2.0,14153.0,1.2306224828658234,183.0,7408.0,56796.0,3566.809523809524,2018-01-30,2017-07-31,8100.0
156748.0,440114,23.495624,113.257294,industrial,30.0,99371.0,1.5774018576848376,545.0,7408.0,56796.0,4063.238095238096,2019-03-20,2017-09-21,24000.0
50000.0,440115,22.790844,113.414841,public,4.0,,,639.0,7636.66666666667,56796.0,3911.285714285714,2019-09-14,2017-12-14,46533.57
18984.0,440114,23.351408,113.120979,industrial,1.0,45448.2,0.41770631180112744,168.0,8250.0,61743.0,3999.545454545456,2018-12-30,2018-07-15,20000.0
13564.0,440111,23.28223,113.214296,public,1.0,6586.0,2.0595201943516552,225.0,7408.0,56796.0,3946.652173913044,2018-04-13,2017-08-31,4975.37
102696.0,440113,23.125848,113.325782,commercial,5.0,31901.0,3.2192094291714994,1096.0,7193.33333333333,56796.0,3028.5,2020-05-31,2017-05-31,25706.0
22358.9,440105,23.097594,113.31512,mixed use,1.0,5461.0,4.094286760666545,705.0,7803.0,61743.0,3887.4545454545455,2019-12-15,2018-01-09,38000.0
179250.1,440103,23.06814,113.236075,residential,,38778.0,4.6224689256795095,467.0,7636.66666666667,56796.0,3993.705882352941,2019-01-19,2017-10-09,25000.0
35650.0,440113,23.045293,113.435744,commercial,3.0,7432.0,4.796824542518838,995.0,7408.0,56796.0,3946.652173913044,2020-04-30,2017-08-09,16014.37
97989.0,440183,23.12405,113.589503,mixed use,8.0,,,1095.0,7408.0,56796.0,3946.652173913044,2020-08-28,2017-08-29,42000.0
13343.0,440116,23.186168,113.429379,commercial,,6603.0,2.0207481447826745,383.0,7408.0,56796.0,3566.809523809524,2018-07-19,2017-07-01,10490.0
27790.0,440112,23.1029,113.471442,commercial,2.0,19937.0,1.3938907558810252,672.0,7636.66666666667,56796.0,3950.636363636364,2019-09-18,2017-11-15,3400.0
72700.0,440184,23.121474,113.591695,commercial,2.0,18812.3,3.0,741.0,7636.66666666667,56796.0,3911.285714285714,2019-12-30,2017-12-19,20000.0
26625.0,440114,23.426969,113.428812,industrial,5.0,,,364.0,7408.0,56796.0,3566.809523809524,2018-07-13,2017-07-14,2500.0
6118.97,440184,23.590654,113.623262,industrial,1.0,1494.67,4.093860183184248,122.0,7408.0,56796.0,3946.652173913044,2017-12-30,2017-08-30,1850.0
52059.0,440183,23.486401,113.769246,mixed use,5.0,,,729.0,7193.33333333333,56796.0,3028.5,2019-05-28,2017-05-29,15700.0
64379.0,440114,23.450941,113.35474,industrial,3.0,40098.0,1.6055414235123946,273.0,7408.0,56796.0,3946.652173913044,2018-05-29,2017-08-29,10000.0
39087.0,440183,23.113199,113.623266,mixed use,,16883.35,2.3151211104431293,539.0,7408.0,56796.0,3946.652173913044,2019-01-24,2017-08-03,8000.0
16430.5,440112,23.175054,113.456086,industrial,3.0,,,364.0,7408.0,56796.0,3566.809523809524,2018-07-30,2017-07-31,6500.0
7167.9,440114,23.422142,113.198791,commercial,1.0,,,549.0,7408.0,56796.0,3946.652173913044,2019-02-21,2017-08-21,1100.0
3498.0,440104,23.141292,113.299302,public,1.0,3802.0,0.9200420831141505,209.0,7408.0,56796.0,3946.652173913044,2018-03-28,2017-08-31,2978.18
22393.0,440183,23.108188,113.574222,commercial,4.0,8278.49,2.704,364.0,7408.0,56796.0,4063.238095238096,2018-09-29,2017-09-30,3359.0
52152.3,440113,23.435522,113.294285,commercial,1.0,,,1077.0,7408.0,56796.0,4063.238095238096,2020-08-19,2017-09-07,28000.0
10000.0,440115,22.889478,113.46827,industrial,1.0,21089.0,0.4741808525771729,396.0,7408.0,56796.0,3566.809523809524,2018-08-30,2017-07-30,18900.0
71946.4,440116,23.136662,113.510803,industrial,1.0,5013.0,11.95,553.0,7193.33333333333,56796.0,3009.6666666666665,2018-10-29,2017-04-24,23000.0
82205.0,440183,23.254997,113.850581,mixed use,,63647.4,1.2915688622001842,882.0,7408.0,56796.0,3566.809523809524,2019-12-30,2017-07-31,37300.0
38277.0,440105,23.105203,113.335199,public,1.0,,,680.0,7636.66666666667,56796.0,3911.285714285714,2019-10-30,2017-12-19,28370.0
23969.0,440115,22.746048,113.573912,industrial,4.0,58339.0,0.41085723101184457,152.0,7408.0,56796.0,3566.809523809524,2017-12-30,2017-07-31,6000.0
64298.0,440114,23.460206,113.16812,industrial,3.0,,,841.0,7408.0,56796.0,3566.809523809524,2019-11-13,2017-07-25,10000.0
41023.0,440112,23.193669,113.567396,residential,10.0,41023.0,1.0,1066.0,7408.0,56796.0,3566.809523809524,2020-06-29,2017-07-29,17000.0
26356.8,440111,23.173691,113.26329,commercial,1.0,4918.0,5.359251728344855,730.0,7193.33333333333,56796.0,3028.5,2019-05-30,2017-05-30,30000.0
144900.0,440183,23.196563,113.609619,mixed use,,,,839.0,7408.0,56796.0,3946.652173913044,2019-11-21,2017-08-04,40000.0
41143.0,440105,23.084957,113.332625,residential,1.0,5525.0,7.446696832579185,942.0,7193.33333333333,56796.0,3028.5,2019-12-29,2017-05-31,15000.0
28000.0,440115,22.646448,113.567807,industrial,,40000.0,0.7,-1.0,7408.0,56796.0,4063.238095238096,2017-09-23,2017-09-24,19800.0
118997.0,440105,23.062836,113.377009,mixed use,2.0,18642.0,6.383274326788971,1095.0,7408.0,56796.0,3946.652173913044,2020-08-30,2017-08-31,27926.0
60174.0,440183,23.419514,113.79012,residential,37.0,,,638.0,7193.33333333333,56796.0,3138.454545454545,2019-03-29,2017-06-29,20000.0
30802.0,440115,22.794098,113.558079,residential,14.0,51338.0,1.2,563.0,7408.0,56796.0,3946.652173913044,2019-02-28,2017-08-14,30107.658
18850.0,440183,23.275366,113.836061,public,5.0,,,399.0,7193.33333333333,56796.0,3138.454545454545,2018-07-27,2017-06-23,6770.6493
29200.0,440112,23.377301,113.50484,industrial,3.0,,,375.0,7193.33333333333,56796.0,3138.454545454545,2018-06-24,2017-06-14,42000.0
180780.6,440184,23.441502,113.472402,residential,48.0,138526.6,1.3050244501777997,395.0,7193.33333333333,56796.0,3138.454545454545,2018-07-30,2017-06-30,37500.0
29028.3,440111,23.194886,113.25392,mixed use,1.0,,,822.0,7408.0,56796.0,3566.809523809524,2019-10-29,2017-07-29,20000.0
36674.0,440106,23.117718,113.419463,commercial,2.0,,,548.0,7193.33333333333,56796.0,3138.454545454545,2018-12-30,2017-06-30,9000.0
72732.4,440112,23.150178,113.520628,industrial,8.0,66640.0,1.091422569027611,672.0,7193.33333333333,56796.0,3028.5,2019-03-27,2017-05-24,26900.0
10000.0,440112,23.078876,113.505175,public,,35738.0,0.279814203368963,541.0,7408.0,56796.0,3566.809523809524,2019-01-11,2017-07-19,18300.0
47935.0,440112,23.329879,113.543241,commercial,1.0,18000.0,2.6630555555555557,544.0,7408.0,56796.0,3566.809523809524,2018-12-30,2017-07-04,22000.0
145351.0,440111,23.233565,113.186053,residential,8.0,34980.0,5.61,669.0,7193.33333333333,56796.0,3138.454545454545,2019-04-29,2017-06-29,40000.0
22515.0,440113,23.049676,113.431734,industrial,3.0,11391.9,1.98,210.0,7408.0,56796.0,3566.809523809524,2018-02-14,2017-07-19,2251.5
26421.0,440183,23.157676,113.618093,industrial,2.0,9700.9,2.7235617313857476,517.0,7408.0,56796.0,3566.809523809524,2018-12-30,2017-07-31,3900.0
107000.0,440103,23.333159,113.54583,public,,,,730.0,7193.33333333333,56796.0,3138.454545454545,2019-06-30,2017-06-30,46600.0
48675.1,440114,23.413676,113.234274,residential,2.0,1435.4,,1125.0,7894.33333333333,53964.0,2755.375,2019-11-06,2016-10-07,8714.0
33055.0,440183,23.176839,113.618173,industrial,4.0,,,529.0,7408.0,56796.0,3566.809523809524,2018-12-30,2017-07-19,3550.0
13440.0,440115,22.796841,113.387362,industrial,1.0,6720.0,2.0,380.0,7193.33333333333,56796.0,3138.454545454545,2018-07-14,2017-06-29,1180.0
35690.4,440104,23.126569,113.275324,commercial,1.0,10028.1,3.5590391001286386,637.0,7193.33333333333,56796.0,3138.454545454545,2019-03-29,2017-06-30,23998.2156
29531.0,440106,23.172043,113.414089,public,1.0,,,488.0,7193.33333333333,56796.0,3138.454545454545,2018-10-31,2017-06-30,14000.0
44925.0,440183,23.11723,113.616673,industrial,2.0,18000.0,2.495833333333333,544.0,7408.0,56796.0,3566.809523809524,2019-01-09,2017-07-14,16000.0
21605.6,440112,23.061665,113.369405,industrial,2.0,7001.6,3.0858089579524677,548.0,7193.33333333333,56796.0,3138.454545454545,2018-12-30,2017-06-30,12000.0
11895.74,440114,23.390457,113.216909,public,1.0,,,263.0,7193.33333333333,56796.0,3138.454545454545,2018-02-27,2017-06-09,4296.0
26450.2,440105,23.174429,113.271295,residential,1.0,,,579.0,7193.33333333333,56796.0,3138.454545454545,2019-01-30,2017-06-30,10328.0
90409.0,440183,23.102795,113.574632,commercial,,,,183.0,7193.33333333333,56796.0,3138.454545454545,2017-12-30,2017-06-30,18081.8
70453.0,440184,23.525584,113.601936,commercial,,35226.5,2.0,122.0,7193.33333333333,56796.0,3138.454545454545,2017-10-14,2017-06-14,18000.0
42893.0,440183,23.273071,113.753246,residential,4.0,68350.34,0.627546256536544,518.0,7193.33333333333,56796.0,3028.5,2018-10-31,2017-05-31,9974.02
32300.4,440114,23.400414,113.216989,public,1.0,,,740.0,6936.0,56796.0,3496.3888888888887,2019-01-31,2017-01-21,19700.0
54696.0,440183,23.121822,113.574711,residential,2.0,15040.9,3.636484518878525,729.0,7193.33333333333,56796.0,3138.454545454545,2019-06-29,2017-06-30,13674.0
56662.0,440111,23.233565,113.186053,mixed use,,14176.0,4.2,730.0,7636.66666666667,56796.0,3993.705882352941,2019-10-15,2017-10-15,21663.0
46000.0,440113,22.984748,113.489905,industrial,3.0,,,243.0,7193.33333333333,56796.0,3009.6666666666665,2017-12-29,2017-04-30,19800.0
15906.75,440184,23.448996,113.502065,industrial,,,,381.0,7193.33333333333,56796.0,3028.5,2018-06-12,2017-05-27,3000.0
144721.0,440113,23.038217,113.457407,industrial,3.0,,,549.0,8250.0,61743.0,3999.545454545456,2020-01-14,2018-07-14,17123.5
2411.8,440105,23.097915,113.377916,supporting facilities,1.0,4985.0,0.48381143430290874,360.0,7193.33333333333,56796.0,3138.454545454545,2018-06-24,2017-06-29,5387.0
4275.0,440183,23.164671,113.667826,industrial,,106667.2,0.04007792461037695,120.0,7894.33333333333,53964.0,3571.681818181818,2017-04-10,2016-12-11,2815.8492
33105.5,440113,22.965156,113.393586,commercial,2.0,,,333.0,7408.0,56796.0,3566.809523809524,2018-06-29,2017-07-31,5283.78
1355.0,440113,23.045188,113.491632,commercial,7.0,,,107.0,7408.0,56796.0,3946.652173913044,2017-11-29,2017-08-14,26657.0
34444.6,440113,22.979729,113.401791,industrial,2.0,,,380.0,7193.33333333333,56796.0,3138.454545454545,2018-06-19,2017-06-04,2998.3686
17104.9,440111,23.207284,113.258502,residential,2.0,,,647.0,7408.0,56796.0,3566.809523809524,2019-05-09,2017-07-31,8500.0
28927.8,440112,-1.0,-1.0,industrial,5.0,11414.0,2.49,435.0,7193.33333333333,56796.0,3009.6666666666665,2018-07-05,2017-04-26,15678.0
13166.7,440116,23.18164,113.493038,public,2.0,,,549.0,7193.33333333333,56796.0,3009.6666666666665,2018-10-31,2017-04-30,4067.1631
13235.0,440183,23.152856,113.653279,industrial,2.0,5970.7,2.2166580132982734,364.0,7193.33333333333,56796.0,3138.454545454545,2018-06-29,2017-06-30,1900.0
30000.0,440116,23.211108,113.579458,industrial,,20012.0,1.4991005396761943,239.0,7193.33333333333,56796.0,3138.454545454545,2018-02-13,2017-06-19,8592.27
11221.0,440183,23.278981,113.7833,commercial,1.0,,,426.0,7193.33333333333,56796.0,3138.454545454545,2018-08-09,2017-06-09,2035.1176
1380.0,440113,23.045188,113.491632,supporting facilities,7.0,,,89.0,7408.0,56796.0,3946.652173913044,2017-10-30,2017-08-02,29136.0
17313.84,440184,22.87524,113.44347,industrial,1.0,,,364.0,7193.33333333333,56796.0,3009.6666666666665,2018-04-24,2017-04-25,1300.435
25413.2,440111,23.19819,113.257879,residential,1.0,53906.0,3.5,729.0,7193.33333333333,56796.0,3138.454545454545,2019-06-29,2017-06-30,12300.0
13221.0,440106,23.129984,113.31735,commercial,,13221.0,1.0,731.0,8066.33333333333,61743.0,3901.3,2020-06-29,2018-06-29,45818.0
29785.0,440104,23.121344,113.294778,residential,6.0,6885.2,4.325945506303375,1065.0,7408.0,56796.0,4063.238095238096,2020-08-09,2017-09-09,20819.0
106091.0,440111,-1.0,-1.0,mixed use,,38990.0,2.72097973839446,801.0,6936.0,56796.0,3428.4347826086955,2019-05-29,2017-03-19,16000.0
15432.4,440113,23.009108,113.280192,commercial,2.0,,,365.0,7193.33333333333,56796.0,3009.6666666666665,2018-04-30,2017-04-30,2325.0
15451.9,440114,23.45827,113.36177,industrial,1.0,,,364.0,7193.33333333333,56796.0,3028.5,2018-05-18,2017-05-19,5450.0
64398.7,440112,23.325843,113.553186,industrial,2.0,25513.33,2.5241197444629924,759.0,7193.33333333333,56796.0,3028.5,2019-06-29,2017-05-31,37360.0
263314.8,440112,23.325843,113.553186,mixed use,,179000.0,1.4710324022346368,701.0,7193.33333333333,56796.0,3009.6666666666665,2019-03-31,2017-04-29,38295.0
8209.9,440103,23.007982,113.287027,public,1.0,3166.0,2.593145925457991,548.0,7193.33333333333,56796.0,3028.5,2018-11-30,2017-05-31,3119.0
16245.0,440115,22.816612,113.43136,industrial,2.0,6914.0,2.349580561180214,377.0,7193.33333333333,56796.0,3028.5,2018-05-29,2017-05-17,1630.0
151655.08,440114,23.406398,113.340486,commercial,8.0,,,1095.0,7369.66666666667,53964.0,2628.15,2019-04-24,2016-04-24,14125.8624
16091.0,440113,23.041061,113.372254,industrial,,,,565.0,7193.33333333333,56796.0,3028.5,2018-11-30,2017-05-14,35240.0
162516.0,440113,23.125848,113.325782,commercial,4.0,,,1074.0,6987.33333333333,48288.0,1855.5294117647056,2018-10-09,2015-10-31,40629.0
176834.0,440114,23.512196,113.238082,mixed use,,217359.7,0.8135546745785902,1066.0,7193.33333333333,56796.0,3028.5,2020-04-29,2017-05-29,6430.0
9526.57,440103,23.147764,113.242717,commercial,1.0,,,365.0,7193.33333333333,56796.0,3028.5,2018-05-31,2017-05-31,7199.0
55000.0,440104,23.128179,113.289361,residential,1.0,,,137.0,7193.33333333333,56796.0,3009.6666666666665,2017-08-29,2017-04-14,30154.0
1184.15,440115,22.850244,113.515377,industrial,4.0,1031.52,1.1479661082674113,184.0,7193.33333333333,56796.0,3028.5,2017-11-14,2017-05-14,1600.0
24978.0,440184,23.619124,113.425011,residential,7.0,9304.0,2.684651762682717,522.0,7193.33333333333,56796.0,3138.454545454545,2018-12-01,2017-06-27,4995.6
153000.0,440116,23.121474,113.591695,commercial,9.0,29054.0,5.2660563089419705,394.0,7636.66666666667,56796.0,3993.705882352941,2018-11-29,2017-10-31,16667.0
51292.7,440105,23.082184,113.275963,mixed use,2.0,,,1095.0,7408.0,56796.0,3946.652173913044,2020-08-14,2017-08-15,9062.8
42000.0,440115,22.720794,113.536617,industrial,,35000.0,1.2,240.0,7193.33333333333,56796.0,3009.6666666666665,2017-12-05,2017-04-09,10000.0
39534.76,440183,23.564752,113.781339,commercial,112.0,43000.0,0.919413023255814,720.0,7193.33333333333,56796.0,3009.6666666666665,2019-03-30,2017-04-09,16400.0
5380.0,440184,23.813047,113.879982,residential,2.0,1191.91,4.5137636230923475,365.0,7193.33333333333,56796.0,3009.6666666666665,2018-04-30,2017-04-30,2456.57
63917.0,440114,23.429307,113.231315,public,4.0,,,833.0,6936.0,56796.0,3428.4347826086955,2019-07-11,2017-03-30,30000.0
26861.0,440183,-1.0,-1.0,industrial,4.0,,,244.0,6936.0,56796.0,3621.5,2017-10-30,2017-02-28,3600.0
66177.8,440113,22.947989,113.474211,commercial,6.0,15039.6,4.400236708423097,1097.0,7408.0,56796.0,3566.809523809524,2020-07-17,2017-07-16,24000.0
30848.3,440106,23.07476,113.534819,commercial,1.0,22000.0,1.4021954545454545,184.0,7193.33333333333,56796.0,3009.6666666666665,2017-10-30,2017-04-29,18000.0
113299.6,440184,23.574319,113.634832,mixed use,23.0,46218.0,2.451417196763166,404.0,7193.33333333333,56796.0,3028.5,2018-06-29,2017-05-21,20000.0
22906.0,440183,23.16209,113.643786,public,4.0,29503.17,0.7763911471208009,729.0,6936.0,56796.0,3428.4347826086955,2019-03-30,2017-03-31,6000.0
58886.77,440115,23.122167,113.323436,residential,8.0,19672.0,2.98,1095.0,6936.0,56796.0,3496.3888888888887,2020-01-03,2017-01-03,10592.37
40023.7,440114,23.439636,113.28369,industrial,3.0,,,702.0,6936.0,56796.0,3428.4347826086955,2019-02-27,2017-03-27,7204.266
115000.0,440116,23.147018,113.524909,industrial,,,,763.0,6936.0,56796.0,3496.3888888888887,2019-02-18,2017-01-16,20000.0
55573.0,440113,22.977936,113.310447,commercial,4.0,23999.0,2.3156381515896496,1004.0,6936.0,56796.0,3428.4347826086955,2019-12-30,2017-03-31,6580.0
49394.0,440105,23.104705,113.262333,public,1.0,49394.0,1.0,744.0,6936.0,56796.0,3428.4347826086955,2019-04-14,2017-03-31,44472.0
29193.8,440116,23.168997,113.424208,industrial,2.0,3276.9,8.908968842503585,473.0,7193.33333333333,56796.0,3009.6666666666665,2018-07-31,2017-04-14,31179.28
78042.0,440114,23.440366,113.358142,industrial,5.0,,,730.0,7193.33333333333,56796.0,3009.6666666666665,2019-04-07,2017-04-07,15000.0
25374.0,440111,23.361628,113.302383,commercial,3.0,145680.0,0.17417627677100495,196.0,6936.0,56796.0,3621.5,2017-08-29,2017-02-14,42569.96
34946.9,440105,23.082756,113.295417,commercial,2.0,19299.0,1.81081403181512,2191.0,7636.66666666667,56796.0,3993.705882352941,2023-10-30,2017-10-30,18000.0
11020.0,440103,23.108035,113.213939,mixed use,2.0,,,486.0,7632.0,53964.0,2756.478260869565,2017-12-30,2016-08-31,1982.0
23767.0,440106,23.172043,113.414089,industrial,1.0,,,365.0,7193.33333333333,56796.0,3009.6666666666665,2018-04-29,2017-04-29,4000.0
200000.0,440113,23.040583,113.462833,commercial,,243334.55,0.8219136986506849,500.0,7408.0,56796.0,3946.652173913044,2018-12-30,2017-08-17,15000.0
16920.0,440112,23.089801,113.535989,public,1.0,,,696.0,6936.0,56796.0,3428.4347826086955,2019-01-31,2017-03-06,10755.0
36426.85,440183,23.276846,113.79892,mixed use,,36427.67,0.9999774896390573,941.0,6936.0,56796.0,3496.3888888888887,2019-08-30,2017-01-31,38040.67
49923.0,440113,23.000393,113.306072,industrial,1.0,8957.1,5.573567337642763,386.0,6936.0,56796.0,3428.4347826086955,2018-04-07,2017-03-17,5500.0
16820.0,440114,23.426707,113.344082,industrial,2.0,10526.3,1.5979023968535955,364.0,6936.0,56796.0,3496.3888888888887,2018-01-18,2017-01-19,3000.0
3873.0,440184,23.54994,113.573287,public,1.0,,,181.0,6936.0,56796.0,3621.5,2017-08-10,2017-02-10,2107.66
185042.0,440112,23.335701,113.541525,residential,,61145.0,2.7,928.0,7193.33333333333,56796.0,3009.6666666666665,2019-10-29,2017-04-14,42000.0
46000.0,440113,23.040908,113.453418,industrial,3.0,,,219.0,6936.0,56796.0,3428.4347826086955,2017-10-09,2017-03-04,21000.0
17100.0,440116,23.145763,113.535396,industrial,1.0,11437.0,1.4955,180.0,6936.0,56796.0,3621.5,2017-08-18,2017-02-19,2600.0
18209.0,440113,22.94923,113.47763,industrial,3.0,,,396.0,7632.0,53964.0,2571.333333333333,2017-08-11,2016-07-11,2700.0
35229.0,440183,23.302976,113.348189,industrial,,51546.64,0.68343930855629,241.0,7894.33333333333,53964.0,3280.181818181818,2017-07-29,2016-11-30,10000.0
73200.0,440105,23.104355,113.350005,commercial,1.0,4269.0,,851.0,6936.0,56796.0,3621.5,2019-06-29,2017-02-28,28203.9408
72074.0,440103,23.06814,113.236075,residential,1.0,,,2089.0,6936.0,56796.0,3621.5,2022-10-30,2017-02-09,13000.0
53505.0,440183,23.278305,113.747619,residential,4.0,125397.96,0.426681582379809,546.0,6936.0,56796.0,3496.3888888888887,2018-07-30,2017-01-30,13911.0
11588.8,440104,23.14053,113.290357,public,1.0,4200.0,2.759238095238095,365.0,7408.0,56796.0,3566.809523809524,2018-07-24,2017-07-24,2800.0
101880.34,440116,23.173356,113.505404,industrial,4.0,54192.0,1.8799885591969294,595.0,6936.0,56796.0,3428.4347826086955,2018-10-30,2017-03-14,40000.0
19208.38,440115,22.784644,113.39017,residential,,12084.0,1.5895713339953659,609.0,7193.33333333333,56796.0,3028.5,2019-01-30,2017-05-31,2500.0
9315.39,440114,23.469082,113.158366,mixed use,1.0,,,516.0,6936.0,56796.0,3621.5,2018-07-29,2017-02-28,1582.3435
34468.0,440183,23.279298,113.843061,mixed use,1.0,,,547.0,7894.33333333333,53964.0,3571.681818181818,2018-06-20,2016-12-20,4601.1663
